Title,Company,Location,Job Type,Job Link,Référence,Publiée le,Type de poste,Lieu de travail,Expérience,Étude,Disponibilité,Langues,Salary,Mobility
INGÉNIEUR CHEF ATELIER MÉCANIQUE,,Ben Arous,CDI,https://www.keejob.com/offres-emploi/211813/ing%C3%A9nieur-chef-atelier-m%C3%A9canique/,211813,24 novembre 2024,CDI,"Fouchana, Ben Arous, Tunisie",Entre 2 et 5 ans,Bac + 5,Plein temps,"Arabe , Français , Anglais",,
ASSISTANTE DE DIRECTION,LASTI SUD,Sfax,SIVP,https://www.keejob.com/offres-emploi/211766/assistante-de-direction/,211766,24 novembre 2024,SIVP,"Sakiet Eddaier, Sfax, Tunisie",Aucune expérience,Bac + 3,Plein temps,"Français , Anglais",500 - 600 DT / Mois,
SUPPORT CLIENTS,FUN EVENTS,Sousse,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/211824/support-clients/,211824,24 novembre 2024,"CDD, ,, SIVP","Sousse Ville, Sousse, Tunisie",Moins d'un an,Bac + 3,Plein temps,"Arabe , Français , Anglais",500 - 800 DT / Mois,
Customer Success Manager - Mercado Español,CORPO TRAD,Tunis,CDI,https://www.keejob.com/offres-emploi/211836/customer-success-manager-mercado-espa%C3%B1ol/,211836,24 novembre 2024,CDI,"Tunis, Tunisie",Entre 1 et 2 ans,Bac + 3,Plein temps,Espagnol,,
Comptable confirmé,CARAVEL,Tunis,CDD,https://www.keejob.com/offres-emploi/211806/comptable-confirm%C3%A9/,211806,24 novembre 2024,CDD,"Centre ville, Tunis, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,"Arabe , Français , Anglais",1100 - 1600 DT / Mois,Locale
INGENIEUR MACHINE LEARNING (F/H),BF IT SERVICES,Tunis,CDI,https://www.keejob.com/offres-emploi/211802/ingenieur-machine-learning-fh/,211802,24 novembre 2024,CDI,"El Menzah, Tunis, Tunisie",Entre 2 et 5 ans,Bac + 5,Plein temps,"Arabe , Français",1700 - 2000 DT / Mois,Locale
Operation Manager,HR HOUSE INTERNATIONAL,Zaghouan,CDI,https://www.keejob.com/offres-emploi/211808/operation-manager/,211808,24 novembre 2024,CDI,"Zaghouan, Tunisie",Entre 5 et 10 ans,Bac + 4,Plein temps,"Français , Anglais",1 - 2 DT / Mois,"Locale, International"
Conseillère De Voyages,EVOLUTION VOYAGES,Tunis,"CDI, ,, CDD, ,, SIVP",https://www.keejob.com/offres-emploi/211841/conseill%C3%A8re-de-voyages/,211841,24 novembre 2024,"CDI, ,, CDD, ,, SIVP","Centre ville, Tunis, Tunisie",Entre 1 et 2 ans,Bac + 1,Plein temps,"Français , Anglais , Italien , Russe",700 - 1500 DT / Mois,
Commercial consommable de laboratoire,,Tunis,CDD,https://www.keejob.com/offres-emploi/211837/commercial-consommable-de-laboratoire/,211837,24 novembre 2024,CDD,"La Marsa, Tunis, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,"Arabe , Français",800 - 1000 DT / Mois,Locale
Esthéticienne,PARAPHARMACIE TUNIS,Ariana,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/211829/esth%C3%A9ticienne/,211829,24 novembre 2024,"CDD, ,, SIVP","Ariana Ville, Ariana, Tunisie",Entre 1 et 2 ans,Bac + 3,Plein temps,"Arabe , Français",700 - 1000 DT / Mois,
INGÉNIEUR Incendie et Sécurité Industrielle,,Ben Arous,CDI,https://www.keejob.com/offres-emploi/211814/ing%C3%A9nieur-incendie-et-s%C3%A9curit%C3%A9-industrielle/,211814,24 novembre 2024,CDI,"Fouchana, Ben Arous, Tunisie",Entre 5 et 10 ans,Bac + 5,Plein temps,"Arabe , Français , Anglais",,
Chef de Réception,STSA HÔTEL EL FELL HAMMAMET,Nabeul,CDD,https://www.keejob.com/offres-emploi/211830/recrutons-un-chef-de-r%C3%A9ception/,211830,24 novembre 2024,CDD,"Hammamet, Nabeul, Tunisie",Entre 2 et 5 ans,Bac + 2,Plein temps,"Arabe , Français , Anglais",950 - 1350 DT / Mois,
Auditeur comptable et financier,JEMEX AUDIT,Sfax,Unspecified,https://www.keejob.com/offres-emploi/211812/auditeur-comptable-et-financier/,211812,24 novembre 2024,,"Sfax Ville, Sfax, Tunisie",Moins d'un an,Bac + 3,Plein temps,,800 - DT / Mois,Locale
responsable QSHE textile,,Monastir,Unspecified,https://www.keejob.com/offres-emploi/211839/responsable-qshe-dans-une-entreprise-textile/,211839,24 novembre 2024,,"Jemmal, Monastir, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,"Français , Anglais",1200 - DT / Mois,Locale
Community Manager – PFE STAGE pré embauche,FLORALIES,Tunis,"Stage/PFE, ,, Stage",https://www.keejob.com/offres-emploi/211832/community-manager-pfe-stage-pr%C3%A9-embauche/,211832,24 novembre 2024,"Stage/PFE, ,, Stage","Tunis, Tunisie",Aucune expérience,Bac + 3,Plein temps,,,
Serveur,MOVENPICK HÔTEL DU LAC TUNIS,Tunis,CDD,https://www.keejob.com/offres-emploi/211113/serveur/,211113,23 novembre 2024,CDD,"Centre ville, Tunis, Tunisie",Entre 1 et 2 ans,Secondaire,Plein temps,,800 - 1200 DT / Mois,
DES BTP MAINT INDUSTRIELLE,,La Manouba,CDD,https://www.keejob.com/offres-emploi/211815/des-btp-maint-industrielle/,211815,24 novembre 2024,CDD,"Mornaguia, La Manouba, Tunisie",Entre 1 et 2 ans,Formations professionnelles,Plein temps,"Arabe , Français",,
Responsable Approvisionnement,GEEK GAMMARTH,Tunis,CDD,https://www.keejob.com/offres-emploi/211823/responsable-approvisionnement/,211823,24 novembre 2024,CDD,"La Marsa, Tunis, Tunisie",Moins d'un an,Formations professionnelles,Plein temps,,1200 - DT / Mois,
Debt Recovery Advisor,FINOPTI TN,Tunis,"CDI, ,, SIVP",https://www.keejob.com/offres-emploi/211122/debt-recovery-advisor/,211122,23 novembre 2024,"CDI, ,, SIVP","Cite El Khadra, Tunis, Tunisie",Entre 2 et 5 ans,Bac + 2,Plein temps,"Français , Anglais",,
Un (e) Dessinateur/Projeteur,SCET TUNISIE,Tunis,"CDI, ,, CDD",https://www.keejob.com/offres-emploi/211102/un-e-dessinateurprojeteur/,211102,23 novembre 2024,"CDI, ,, CDD","Centre ville, Tunis, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,"Arabe , Français",,Locale
Vendeur/ Caissier Bershka Mall of Sfax,TUNTEX,Sfax,Unspecified,https://www.keejob.com/offres-emploi/211098/vendeur-caissier-bershka-mall-of-sfax/,211098,23 novembre 2024,,"Sfax, Tunisie",Aucune expérience,Bac,Plein temps,,700 - DT / Mois,
Ingénieur HSE,SCET TUNISIE,Tunis,"CDI, ,, CDD",https://www.keejob.com/offres-emploi/211100/ing%C3%A9nieur-hse/,211100,23 novembre 2024,"CDI, ,, CDD","Centre ville, Tunis, Tunisie",Entre 2 et 5 ans,Bac + 5,Plein temps,"Arabe , Français , Anglais",1 - 2 DT / Mois,"Locale, International"
Responsable Force de Ventes,WEHR,Ariana,CDI,https://www.keejob.com/offres-emploi/211099/responsable-force-de-ventes/,211099,23 novembre 2024,CDI,"La Soukra, Ariana, Tunisie",Entre 5 et 10 ans,Bac + 5,Plein temps,"Arabe , Français",2500 - 3000 DT / Mois,Locale
assistante de direction,AGENCE IMMOBILIERE LA CARRE 9,Tunis,CDI,https://www.keejob.com/offres-emploi/211809/assistante-de-direction/,211809,24 novembre 2024,CDI,"La Marsa, Tunis, Tunisie",Moins d'un an,Bac + 2,Plein temps,"Arabe , Français , Anglais",700 - 1000 DT / Mois,
Automaticien,,Zaghouan,"CDI, ,, CDD",https://www.keejob.com/offres-emploi/211104/automaticien/,211104,23 novembre 2024,"CDI, ,, CDD","Zaghouan, Tunisie",Entre 1 et 2 ans,Bac + 5,Plein temps,"Arabe , Français , Anglais",1000 - 1500 DT / Mois,Locale
Vendeur/ Caissier LCW Soukra,TUNTEX,Ariana,Unspecified,https://www.keejob.com/offres-emploi/211143/vendeur-caissier-lcw-soukra/,211143,23 novembre 2024,,"Ariana, Tunisie",Aucune expérience,Bac,Plein temps,,700 - DT / Mois,
Vendeur/ Caissier Bershka Tunisia Mall,TUNTEX,Ariana,Unspecified,https://www.keejob.com/offres-emploi/211096/vendeur-caissier-bershka-tunisia-mall/,211096,23 novembre 2024,,"Ariana, Tunisie",Aucune expérience,Bac,Plein temps,,700 - DT / Mois,
Technicien de maintenance,,Zaghouan,Unspecified,https://www.keejob.com/offres-emploi/211137/technicien-de-maintenance/,211137,23 novembre 2024,,"Bir Mcherga, Zaghouan, Tunisie",Aucune expérience,Bac + 3,Plein temps,"Arabe , Français , Anglais",,
Responsable Assemblage,PLASTIC ELECTROMECHANIC COMPANY PEC,Zaghouan,"CDI, ,, CDD",https://www.keejob.com/offres-emploi/211101/responsable-assemblage/,211101,23 novembre 2024,"CDI, ,, CDD","Hammam Zriba, Zaghouan, Tunisie",Entre 2 et 5 ans,Bac + 5,Plein temps,"Arabe , Français",,International
Facility engineer,BULGIN TUNISIE,Tunis,"CDI, ,, CDD",https://www.keejob.com/offres-emploi/211136/facility-engineer/,211136,23 novembre 2024,"CDI, ,, CDD","Tunis, Tunisie",Entre 1 et 2 ans,Bac + 5,Plein temps,Anglais,,
Réviseur Comptable en comptabilité française,FINOPTI TN,Tunis,CDI,https://www.keejob.com/offres-emploi/211123/r%C3%A9viseur-comptable-en-comptabilit%C3%A9-fran%C3%A7aise/,211123,23 novembre 2024,CDI,"Cite El Khadra, Tunis, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,Français,,
COMPTABLE,DEUTSCHCOLOR,Kairouan,CDD,https://www.keejob.com/offres-emploi/211132/comptable/,211132,23 novembre 2024,CDD,"Kairouan, Tunisie",Entre 1 et 2 ans,Bac + 3,Plein temps,"Arabe , Français , Anglais",1000 - 1200 DT / Mois,Locale
Comptable / Expérience en compta Française,FINOPTI TN,Tunis,CDI,https://www.keejob.com/offres-emploi/211124/comptable-exp%C3%A9rience-en-compta-fran%C3%A7aise/,211124,23 novembre 2024,CDI,"Cite El Khadra, Tunis, Tunisie",Entre 1 et 2 ans,Bac + 3,Plein temps,Français,,
Vendeur/ Caissier Zara Tunisia mall,TUNTEX,Ariana,Unspecified,https://www.keejob.com/offres-emploi/211097/vendeur-caissier-zara-tunisia-mall/,211097,23 novembre 2024,,"Ariana, Tunisie",Aucune expérience,Bac,Plein temps,,700 - DT / Mois,
Administrateur Bases de Données SQL Server,CRIT,Tunis,CDI,https://www.keejob.com/offres-emploi/211110/administrateur-bases-de-donn%C3%A9es-sql-server/,211110,23 novembre 2024,CDI,"Tunis, Tunisie",Entre 2 et 5 ans,Bac + 4,Plein temps,Français,,
Agent Rétention Mutuelle Santé,FILIASSUR TUNISIE,Ariana,"CDI, ,, SIVP",https://www.keejob.com/offres-emploi/211111/agent-r%C3%A9tention-mutuelle-sant%C3%A9/,211111,23 novembre 2024,"CDI, ,, SIVP","Ariana, Tunisie",Entre 1 et 2 ans,Bac + 3,Plein temps,Français,830 - DT / Mois,
Assistante de formation,RFC,Tunis,SIVP,https://www.keejob.com/offres-emploi/211785/assistante-de-formation/,211785,22 novembre 2024,SIVP,"El Menzah, Tunis, Tunisie",Aucune expérience,Bac + 3,Plein temps,"Français , Anglais",,Locale
Responsable vente et marketing,LABORATOIRES FIGOPHARMA,Tunis,"CDI, ,, CDD",https://www.keejob.com/offres-emploi/211769/responsable-vente-et-marketing/,211769,22 novembre 2024,"CDI, ,, CDD","Tunis, Tunisie",Entre 5 et 10 ans,Bac + 5,Plein temps,"Arabe , Français",,Locale
Ingénieur Responsable de Stabilité,PHARMAGHREB,Ariana,"CDI, ,, CDD",https://www.keejob.com/offres-emploi/211004/ing%C3%A9nieur-responsable-de-stabilit%C3%A9/,211004,22 novembre 2024,"CDI, ,, CDD","La Soukra, Ariana, Tunisie",Entre 2 et 5 ans,Bac + 5,Plein temps,"Arabe , Français , Anglais",1300 - 1600 DT / Mois,Locale
Gourmandise recrute :Plusieurs Profils,GOURMANDISE,Tunis,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210801/gourmandise-recrute-plusieurs-profils/,210801,22 novembre 2024,"CDD, ,, SIVP","Tunis, Tunisie",Moins d'un an,Formations professionnelles,Plein temps,Arabe,1 - DT / Mois,
Cuisinier,GOURMANDISE,Tunis,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210802/gourmandise-recrute-cuisinier/,210802,22 novembre 2024,"CDD, ,, SIVP","Tunis, Tunisie",Moins d'un an,Formations professionnelles,Plein temps,Arabe,1 - DT / Mois,
Responsable Métrologie,PLASTIC ELECTROMECHANIC COMPANY PEC,Zaghouan,CDI,https://www.keejob.com/offres-emploi/211138/responsable-m%C3%A9trologie/,211138,23 novembre 2024,CDI,"Hammam Zriba, Zaghouan, Tunisie",Entre 2 et 5 ans,Bac + 5,Plein temps,"Français , Anglais",,
technicien test,ELEONETECH,Bizerte,SIVP,https://www.keejob.com/offres-emploi/211146/technicien-test/,211146,23 novembre 2024,SIVP,"Menzel Jemil, Bizerte, Tunisie",Moins d'un an,Bac + 3,Plein temps,"Français , Anglais",,Locale
Gestionnaire de paie,CRIT,Tunis,"CDI, ,, CDD, ,, SIVP",https://www.keejob.com/offres-emploi/211772/gestionnaire-de-paie/,211772,22 novembre 2024,"CDI, ,, CDD, ,, SIVP","Tunis, Tunisie",Entre 1 et 2 ans,Bac + 3,Plein temps,,,
Vendeur,LADY SHOES,Ariana,Unspecified,https://www.keejob.com/offres-emploi/211783/offre-demploi/,211783,22 novembre 2024,,"Ariana, Tunisie",Aucune expérience,Primaire,Plein temps,,600 - 700 DT / Mois,
Technicienne de laboratoire,LABORATOIRE ANALYSES MEDICALES DR SABRINE BOUHLEL,Ariana,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/211697/technicienne-de-laboratoire/,211697,22 novembre 2024,"CDD, ,, SIVP","La Soukra, Ariana, Tunisie",Entre 1 et 2 ans,Bac + 3,Plein temps,Français,500 - 900 DT / Mois,
Responsabe emballage,SAPORI ITALIA,Ben Arous,"CDI, ,, CDD",https://www.keejob.com/offres-emploi/211776/poste-responsabe-emballage/,211776,22 novembre 2024,"CDI, ,, CDD","Mornag, Ben Arous, Tunisie",Entre 2 et 5 ans,Bac + 5,Plein temps,"Arabe , Français , Anglais",1800 - DT / Mois,
Stage PFE: BTS et licence,CLARKE ENERGY TUNISIE SERVICE,Tunis,"Stage/PFE, ,, Stage",https://www.keejob.com/offres-emploi/211014/stage-pfe-bts-et-licence/,211014,22 novembre 2024,"Stage/PFE, ,, Stage","Tunis, Tunisie",Aucune expérience,Bac + 3,Mi-temps/Temps partiel,"Français , Anglais",,
Accountant AP,ASTEELFLASH,Ariana,Unspecified,https://www.keejob.com/offres-emploi/211592/accountant-ap/,211592,22 novembre 2024,,"Ariana, Tunisie",Entre 5 et 10 ans,Bac + 5,Plein temps,"Français , Anglais",,
Responsable Export Confirmé,PHARMAGHREB,Ariana,"CDI, ,, CDD",https://www.keejob.com/offres-emploi/211003/responsable-export-confirm%C3%A9/,211003,22 novembre 2024,"CDI, ,, CDD","La Soukra, Ariana, Tunisie",Entre 2 et 5 ans,Bac + 4,Plein temps,"Arabe , Français , Anglais",1800 - 2200 DT / Mois,"Locale, International"
ACHETEUR,,TRIPOLI,"CDI, ,, CDD, ,, SIVP",https://www.keejob.com/offres-emploi/211764/acheteur/,211764,22 novembre 2024,"CDI, ,, CDD, ,, SIVP","TRIPOLI, Libye",Entre 2 et 5 ans,Bac + 3,Plein temps,"Arabe , Français , Anglais",,Locale
Chargé de Recrutement Béja H/F,Manpower,Béja,CDD,https://www.keejob.com/offres-emploi/211087/charg%C3%A9-de-recrutement-b%C3%A9ja-hf/,211087,22 novembre 2024,CDD,"Béja, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,Français,,
Ingénieur électricien,COWATER INDUSTRY,Tunis,CDI,https://www.keejob.com/offres-emploi/211755/recrutement-dun-ing%C3%A9nieur-%C3%A9lectricien/,211755,22 novembre 2024,CDI,"Centre ville, Tunis, Tunisie",Entre 2 et 5 ans,Bac + 5,Plein temps,"Français , Anglais",1500 - DT / Mois,Locale
Chargées patientèles,,Tunis,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/211758/charg%C3%A9es-patient%C3%A8les/,211758,22 novembre 2024,"CDD, ,, SIVP","La Marsa, Tunis, Tunisie",Entre 1 et 2 ans,Bac + 2,Plein temps,"Français , Anglais",,
RESPONSABLE STOCK,,Zaghouan,CDI,https://www.keejob.com/offres-emploi/211763/responsable-stock/,211763,22 novembre 2024,CDI,"Zaghouan, Zaghouan, Tunisie",Entre 5 et 10 ans,Bac + 3,Plein temps,"Arabe , Français , Anglais",,Locale
Stagiaire en services jurdiques,MEDIGEST CONSULTING,Tunis,Stage,https://www.keejob.com/offres-emploi/211793/stagiaire-en-services-jurdiques/,211793,22 novembre 2024,Stage,"Bab Bhar, Tunis, Tunisie",Aucune expérience,Bac + 3,Plein temps,"Arabe , Français",,
Ingénieur support CRM,VEO WORLDWIDE SERVICES,Tunis,CDI,https://www.keejob.com/offres-emploi/210661/ing%C3%A9nieur-support-crm/,210661,22 novembre 2024,CDI,"Tunis, Tunisie",Entre 2 et 5 ans,Bac + 5,Plein temps,"Français , Anglais",1 - DT / Mois,
Chargé(e) Recouvrement / start-up Française,FINOPTI TN,Tunis,"CDI, ,, SIVP",https://www.keejob.com/offres-emploi/211038/charg%C3%A9e-recouvrement-start-up-fran%C3%A7aise/,211038,22 novembre 2024,"CDI, ,, SIVP","Cite El Khadra, Tunis, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,Français,,
Assistante administrative,SIMMO COMPANY,Sfax,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/211803/assistante-administrative/,211803,22 novembre 2024,"CDD, ,, SIVP","Sakiet Eddaier, Sfax, Tunisie",Moins d'un an,Bac + 3,Plein temps,"Arabe , Français , Anglais",,Locale
Stagiare RH,,Tunis,"Stage/PFE, ,, Stage, ,, Saisonnier",https://www.keejob.com/offres-emploi/211777/stagiare-rh/,211777,22 novembre 2024,"Stage/PFE, ,, Stage, ,, Saisonnier","Tunis, Tunisie",Aucune expérience,Bac + 3,Plein temps,"Arabe , Français",1 - 2 DT / Mois,
RESPONSABLE ACHAT INDUSTRIEL,,Zaghouan,CDI,https://www.keejob.com/offres-emploi/211765/responsable-achat-industriel/,211765,22 novembre 2024,CDI,"Zaghouan, Zaghouan, Tunisie",Entre 2 et 5 ans,Bac + 4,Plein temps,"Arabe , Français",,
Agent de Service Achat H/F,Manpower,Tunis,"CDD, ,, Intérim",https://www.keejob.com/offres-emploi/211001/agent-de-service-achat-hf/,211001,22 novembre 2024,"CDD, ,, Intérim","Tunis, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,"Arabe , Français",1500 - 1600 DT / Mois,
SUPERVISEUR PRODUCTION INDUSTRIE PHARMA,PHARMAGHREB,Ariana,"CDI, ,, CDD",https://www.keejob.com/offres-emploi/211005/superviseur-production-industrie-pharma/,211005,22 novembre 2024,"CDI, ,, CDD","La Soukra, Ariana, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,"Arabe , Français , Anglais",900 - 1200 DT / Mois,Locale
Cuisiniers et des Pâtissiers,GOURMANDISE,Ariana,"CDI, ,, CDD",https://www.keejob.com/offres-emploi/210987/cuisiniers-et-des-p%C3%A2tissiers/,210987,22 novembre 2024,"CDI, ,, CDD","Ariana, Tunisie",Moins d'un an,Formations professionnelles,Plein temps,"Arabe , Français",,
Administrateur Système & Réseau,ASTEELFLASH,Ariana,Unspecified,https://www.keejob.com/offres-emploi/211594/administrateur-syst%C3%A8me-r%C3%A9seau/,211594,22 novembre 2024,,"La Soukra, Ariana, Tunisie",Entre 2 et 5 ans,Bac + 5,Plein temps,"Français , Anglais",1 - 0 DT / Mois,
Project Planner / Planificateur,RFC,Tunis,"CDI, ,, SIVP",https://www.keejob.com/offres-emploi/211787/project-planner-planificateur/,211787,22 novembre 2024,"CDI, ,, SIVP","El Menzah, Tunis, Tunisie",Moins d'un an,Bac + 5,Plein temps,"Français , Anglais",,Locale
Comptable Fiscaliste,ARTUS,Tunis,CDI,https://www.keejob.com/offres-emploi/211056/comptable-fiscaliste/,211056,22 novembre 2024,CDI,"El Menzah, Tunis, Tunisie",Entre 5 et 10 ans,Bac + 5,Plein temps,"Arabe , Français",1 - 2 DT / Mois,
"Spécialiste de Transport, Sousse",VEO WORLDWIDE SERVICES,Sousse,CDI,https://www.keejob.com/offres-emploi/210977/sp%C3%A9cialiste-de-transport-sousse/,210977,22 novembre 2024,CDI,"Sousse, Tunisie",Entre 1 et 2 ans,Bac + 5,Plein temps,"Français , Anglais",,
Technico-commercial,SEMO ART ET DECO,Ariana,"CDI, ,, CDD, ,, SIVP",https://www.keejob.com/offres-emploi/211239/technico-commercial-designer/,211239,22 novembre 2024,"CDI, ,, CDD, ,, SIVP","Mnihla, Ariana, Tunisie",Entre 1 et 2 ans,Bac + 2,Plein temps,"Arabe , Français",900 - 1100 DT / Mois,
Architecte D'intérieur,MARCK OLIVIER,Ariana,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/211798/architecte-dint%C3%A9rieur/,211798,22 novembre 2024,"CDD, ,, SIVP","La Soukra, Ariana, Tunisie",Entre 1 et 2 ans,Bac + 3,Plein temps,"Arabe , Français , Anglais",1000 - 2000 DT / Mois,Locale
Formateur en Télévente et Téléprospection,AFFINICIA LAB,Ariana,"CDI, ,, SIVP",https://www.keejob.com/offres-emploi/211034/formateur-en-t%C3%A9l%C3%A9vente-et-t%C3%A9l%C3%A9prospection/,211034,22 novembre 2024,"CDI, ,, SIVP","Ariana, Tunisie",Entre 1 et 2 ans,Bac + 2,Plein temps,Français,1800 - 2000 DT / Mois,
Administrateur Système & Réseau,ASTEELFLASH,Ariana,Unspecified,https://www.keejob.com/offres-emploi/211588/administrateur-syst%C3%A8me-r%C3%A9seau/,211588,22 novembre 2024,,"Ariana, Tunisie",Entre 2 et 5 ans,Bac + 5,Plein temps,"Français , Anglais",1 - 0 DT / Mois,
Assistante commerciale,LA VRAIE MESURE,Ariana,SIVP,https://www.keejob.com/offres-emploi/211632/assistante-commerciale/,211632,22 novembre 2024,SIVP,"La Soukra, Ariana, Tunisie",Aucune expérience,Bac + 3,Plein temps,,500 - 1000 DT / Mois,
Assistante financière,RFC,Tunis,SIVP,https://www.keejob.com/offres-emploi/211786/assistante-financi%C3%A8re/,211786,22 novembre 2024,SIVP,"El Menzah, Tunis, Tunisie",Moins d'un an,Bac + 3,Plein temps,"Français , Anglais",,Locale
Responsable d'Agence/ Branch Manager,BANK ABC,Tunis,"CDI, ,, CDD, ,, SIVP",https://www.keejob.com/offres-emploi/209410/responsable-dagence-branch-manager/,209410,22 novembre 2024,"CDI, ,, CDD, ,, SIVP","Tunis, Tunisie",Entre 5 et 10 ans,Bac + 3,Plein temps,"Arabe , Français , Anglais",,
EYFS Homeroom Teacher,CIS INTERNATIONALE SCHOOL OF TUNIS,Tunis,CDD,https://www.keejob.com/offres-emploi/211762/eyfs-homeroom-teacher/,211762,22 novembre 2024,CDD,"Tunis, Tunisie",Entre 1 et 2 ans,Bac + 3,Plein temps,Anglais,1100 - 2000 DT / Mois,
Chargé de Sourcing en Recrutement ( France ),VEO WORLDWIDE SERVICES,Sousse,CDI,https://www.keejob.com/offres-emploi/211457/charg%C3%A9-de-sourcing-en-recrutement-france/,211457,22 novembre 2024,CDI,"Sousse, Tunisie",Entre 2 et 5 ans,Bac + 5,Plein temps,Français,,
"Des caissiers, des serveurs",GOURMANDISE,Ariana,"CDI, ,, CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210988/des-caissiers-des-serveurs/,210988,22 novembre 2024,"CDI, ,, CDD, ,, SIVP","Raoued, Ariana, Tunisie",Entre 1 et 2 ans,Formations professionnelles,Plein temps,"Arabe , Français",,
Vendeur/ Caissier Bershka Tunisia Mall,TUNTEX,Ariana,Unspecified,https://www.keejob.com/offres-emploi/211794/vendeur-caissier-bershka-tunisia-mall/,211794,22 novembre 2024,,"Ariana, Tunisie",Aucune expérience,Bac,Plein temps,,700 - DT / Mois,
Retail Relationship Manager,,Tunis,CDI,https://www.keejob.com/offres-emploi/209418/retail-relationship-manager/,209418,22 novembre 2024,CDI,"Tunis, Tunisie",Entre 2 et 5 ans,Bac + 5,Plein temps,"Arabe , Français , Anglais",,
Ingénieur en Génie Civil - QA / QC,STRAM,Ben Arous,CDD,https://www.keejob.com/offres-emploi/211032/ing%C3%A9nieur-en-g%C3%A9nie-civil-qa-qc/,211032,22 novembre 2024,CDD,"Megrine, Ben Arous, Tunisie",Moins d'un an,Bac + 5,Plein temps,Français,,Locale
